asset_id,exchange_code,symbol,name_cn,source_status,final_rule_status,rule_parseable,special_review_flag,special_review_reason,static_rule_missing_fields,tick_size,contract_month_rule,contract_rule_code,last_trading_day_rule,settlement_type,delivery_rule,margin_rule,price_limit_rule,position_limit_rule,official_source_url,notes,suggested_next_step
FUT_GFEX_PD,GFEX,PD,钯,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.05,2、4、6、8、10、12月,EVEN_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.19; margin_rate_short=0.19; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_GFEX_PS,GFEX,PS,多晶硅,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,5.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.13; margin_rate_short=0.13; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_GFEX_PT,GFEX,PT,铂,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.05,2、4、6、8、10、12月,EVEN_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.19; margin_rate_short=0.19; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_GFEX_SI,GFEX,SI,工业硅,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,5.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.1; margin_rate_short=0.1; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_INE_BC,INE,BC,国际铜,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,10元（人民币）/吨,1月、2月、3月、4月、5月、6月、7月、8月、9月、10月、11月、12月,CHECK,交割月份的15日（遇国家法定节假日、休息日顺延；上海国际能源交易中心可以根据国家法定节假日、休息日调整最后交易日）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/bc_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_INE_EC,INE,EC,集运指数(欧线),INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,"2,3,4,5,6,7,8,9,10,12",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.31; margin_rate_short=0.31; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_INE_LU,INE,LU,低硫燃料油,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元（人民币）/吨,1月、2月、3月、4月、5月、6月、7月、8月、9月、10月、11月、12月,CHECK,交割月份前第一月的最后一个交易日（遇国家法定节假日、休息日顺延；上海国际能源交易中心可以根据国家法定节假日、休息日调整最后交易日）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,不超过上一交易日结算价±5%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/lu_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_INE_NR,INE,NR,号胶,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元（人民币）/吨,1月、2月、3月、4月、5月、6月、7月、8月、9月、10月、11月、12月,CHECK,交割月份的15日（遇国家法定节假日、休息日顺延；上海国际能源交易中心可以根据国家法定节假日、休息日调整最后交易日）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,不超过上一交易日结算价±5%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/nr_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_INE_SCTAS,INE,SCTAS,原油,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,N,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule,TODO,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,需要确认该品种是否仍属于有效套利资产池，若为历史或特殊合约可单独标记或剔除。
FUT_SHFE_AD,SHFE,AD,铸造铝合金,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,5.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.1; margin_rate_short=0.1; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_SHFE_AG,SHFE,AG,沪银,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/千克,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/ag_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_AL,SHFE,AL,沪铝,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/al_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_AO,SHFE,AO,氧化铝,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/ao_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_AU,SHFE,AU,沪金,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,0.02元/克,最近三个连续月份的合约以及最近13个月以内的双月合约,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/au_f/standard_au_f/202312/t20231205_316957.html,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_BR,SHFE,BR,丁二烯橡胶,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±5%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/br_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_BU,SHFE,BU,沥青,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,最近1～12个月为连续月份以及随后四个季月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/bu_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_CU,SHFE,CU,沪铜,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,10元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/cu_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_FU,SHFE,FU,燃油,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,1～12月,CHECK,合约月份前一月份的最后一个交易日；交易所可以根据国家法定节假日调整最后交易日。,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±5%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/fu_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_HC,SHFE,HC,热轧卷板,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/hc_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_NI,SHFE,NI,沪镍,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,10元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/ni_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_OP,SHFE,OP,双胶纸,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,2.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.09; margin_rate_short=0.09; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_SHFE_PB,SHFE,PB,沪铅,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/pb_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_RB,SHFE,RB,螺纹钢,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/rb_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_RU,SHFE,RU,橡胶,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1、3、4、5、6、7、8、9、10、11月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/ru_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_SN,SHFE,SN,沪锡,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,10元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/sn_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_SP,SHFE,SP,纸浆,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,2元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±3%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/energyandchemical/sp_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_SS,SHFE,SS,不锈钢,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/ss_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_WR,SHFE,WR,线材,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,1元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±5%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/ferrousandpreciousmetal/wr_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
FUT_SHFE_ZN,SHFE,ZN,沪锌,LOCAL_HTML_PARSED_NEED_REVIEW,HTML_PARSED_NEED_REVIEW,Y,N,,contract_rule_code,5元/吨,1～12月,CHECK,合约月份的15日（遇国家法定节假日顺延，春节月份等最后交易日交易所可另行调整并通知）,实物交割,实物交割,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上一交易日结算价±4%,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,https://www.shfe.com.cn/products/futures/metal/nonferrousmetal/zn_f/,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | local_html_parsed_rule: 来自交易所官网本地HTML解析，需人工抽查确认 | akshare_openctp_fill: filled contract_multiplier, need review",动态字段已标记为 CHECK_DYNAMIC_BY_EXCHANGE_NOTICE，后续应通过交易所交易参数表或日度风控参数更新。
