asset_id,asset_type,subtype,etf_code,ts_code,name_cn,name_en,exchange_code,exchange_name,country,currency,fund_company,fund_type,invest_type,tracking_index_code,tracking_index_name,underlying_group,nav_available,premium_discount_available,can_subscribe_redeem,creation_redemption_unit,pcfl_available,tradable,can_long,can_short,data_source_1,data_source_2,source_status,update_date,notes,etf_importance_level,etf_quality_status,etf_category_refined,underlying_group_review_required,underlying_group_review_reason,is_core_arbitrage_etf,is_etf_option_underlying,classification_method
ETF_SSE_510010,ETF,ETF,510010,510010.SH,180治理ETF交银,TODO,SSE,上海证券交易所,CN,CNY,交银施罗德基金,股票型,被动指数型,CHECK,上证180公司治理指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510020,ETF,ETF,510020,510020.SH,超大盘ETF博时,TODO,SSE,上海证券交易所,CN,CNY,博时基金,股票型,被动指数型,CHECK,上证超级大盘指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510030,ETF,ETF,510030,510030.SH,价值ETF华宝,TODO,SSE,上海证券交易所,CN,CNY,华宝基金,股票型,被动指数型,CHECK,上证180价值指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510040,ETF,ETF,510040,510040.SH,上证180ETF鹏华,TODO,SSE,上海证券交易所,CN,CNY,鹏华基金,股票型,被动指数型,CHECK,上证180指数收益率,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510050,ETF,BROAD_BASED_ETF,510050,510050.SH,上证50ETF华夏,TODO,SSE,上海证券交易所,CN,CNY,华夏基金,股票型,被动指数型,CHECK,上证50指数,SSE50,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,CORE,CORE_MAPPED,BROAD_BASED_ETF,N,,Y,Y,CORE_ETF_CODE_RULE;ETF_OPTION_UNDERLYING_RULE
ETF_SSE_510060,ETF,ETF,510060,510060.SH,央企ETF工银,TODO,SSE,上海证券交易所,CN,CNY,工银瑞信基金,股票型,被动指数型,CHECK,上证央企50指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510070,ETF,ETF,510070,510070.SH,民企ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,鹏华基金,股票型,被动指数型,CHECK,上证民营企业50指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510090,ETF,ETF,510090,510090.SH,责任ETF建信,TODO,SSE,上海证券交易所,CN,CNY,建信基金,股票型,被动指数型,CHECK,上证社会责任指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510100,ETF,BROAD_BASED_ETF,510100,510100.SH,上证50ETF易方达,TODO,SSE,上海证券交易所,CN,CNY,易方达基金,股票型,被动指数型,CHECK,上证50指数收益率,SSE50,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510110,ETF,ETF,510110,510110.SH,周期ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,海富通基金,股票型,被动指数型,CHECK,上证周期行业50指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510120,ETF,ETF,510120,510120.SH,非周期ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,海富通基金,股票型,被动指数型,CHECK,上证非周期行业100指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510130,ETF,ETF,510130,510130.SH,上证中盘ETF易方达,TODO,SSE,上海证券交易所,CN,CNY,易方达基金,股票型,被动指数型,CHECK,上证中盘指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510150,ETF,ETF,510150,510150.SH,消费ETF招商,TODO,SSE,上海证券交易所,CN,CNY,招商基金,股票型,被动指数型,CHECK,上证消费80指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,THEMATIC_OR_SECTOR_ETF,N,THEMATIC_ETF_LATER_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510160,ETF,ETF,510160,510160.SH,产业升级ETF南方,TODO,SSE,上海证券交易所,CN,CNY,南方基金,股票型,被动指数型,CHECK,中证南方小康产业指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510170,ETF,COMMODITY_ETF,510170,510170.SH,大宗商品ETF国联安,TODO,SSE,上海证券交易所,CN,CNY,国联安基金,股票型,被动指数型,CHECK,上证大宗商品股票指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,IMPORTANT_UNDERLYING_GROUP_NEED_REVIEW,COMMODITY_ETF,Y,COMMODITY_ETF_NEED_UNDERLYING_GROUP_REVIEW,N,N,NAME_KEYWORD_RULE
ETF_SSE_510180,ETF,ETF,510180,510180.SH,上证180ETF华安,TODO,SSE,上海证券交易所,CN,CNY,华安基金,股票型,被动指数型,CHECK,上证180指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510190,ETF,BROAD_BASED_ETF,510190,510190.SH,上证50ETF华安,TODO,SSE,上海证券交易所,CN,CNY,华安基金,股票型,被动指数型,CHECK,上证50指数收益率,SSE50,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510200,ETF,ETF,510200,510200.SH,上证券商ETF汇安,TODO,SSE,上海证券交易所,CN,CNY,汇安基金,股票型,被动指数型,CHECK,上证证券行业指数,SECURITIES,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,MAPPED,THEMATIC_OR_SECTOR_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510210,ETF,ETF,510210,510210.SH,上证指数ETF富国,TODO,SSE,上海证券交易所,CN,CNY,富国基金,股票型,被动指数型,CHECK,上证综合指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510220,ETF,ETF,510220,510220.SH,中小盘ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,华泰柏瑞基金,股票型,被动指数型,CHECK,上证中小盘指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510230,ETF,ETF,510230,510230.SH,金融ETF国泰,TODO,SSE,上海证券交易所,CN,CNY,国泰基金,股票型,被动指数型,CHECK,上证180金融股指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510260,ETF,ETF,510260,510260.SH,新兴ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,诺安基金,股票型,被动指数型,CHECK,上证新兴产业指数收益率,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510270,ETF,ETF,510270,510270.SH,国企ETF中银,TODO,SSE,上海证券交易所,CN,CNY,中银基金,股票型,被动指数型,CHECK,上证国有企业100指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510280,ETF,ETF,510280,510280.SH,成长ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,华宝基金,股票型,被动指数型,CHECK,上证180成长指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510290,ETF,ETF,510290,510290.SH,上证380ETF南方,TODO,SSE,上海证券交易所,CN,CNY,南方基金,股票型,被动指数型,CHECK,上证380指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510300,ETF,BROAD_BASED_ETF,510300,510300.SH,沪深300ETF华泰柏瑞,TODO,SSE,上海证券交易所,CN,CNY,华泰柏瑞基金,股票型,被动指数型,CHECK,沪深300指数,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,CORE,CORE_MAPPED,BROAD_BASED_ETF,N,,Y,Y,CORE_ETF_CODE_RULE;ETF_OPTION_UNDERLYING_RULE
ETF_SSE_510310,ETF,BROAD_BASED_ETF,510310,510310.SH,沪深300ETF易方达,TODO,SSE,上海证券交易所,CN,CNY,易方达基金,股票型,被动指数型,CHECK,沪深300指数,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510320,ETF,BROAD_BASED_ETF,510320,510320.SH,沪深300ETF中金,TODO,SSE,上海证券交易所,CN,CNY,中金基金,股票型,被动指数型,CHECK,沪深300指数收益率,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510330,ETF,BROAD_BASED_ETF,510330,510330.SH,沪深300ETF华夏,TODO,SSE,上海证券交易所,CN,CNY,华夏基金,股票型,被动指数型,CHECK,沪深300指数,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510350,ETF,BROAD_BASED_ETF,510350,510350.SH,沪深300ETF工银,TODO,SSE,上海证券交易所,CN,CNY,工银瑞信基金,股票型,被动指数型,CHECK,沪深300指数收益率,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510360,ETF,BROAD_BASED_ETF,510360,510360.SH,沪深300ETF广发,TODO,SSE,上海证券交易所,CN,CNY,广发基金,股票型,被动指数型,CHECK,沪深300指数收益率,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510370,ETF,BROAD_BASED_ETF,510370,510370.SH,沪深300ETF兴业,TODO,SSE,上海证券交易所,CN,CNY,兴业基金,股票型,被动指数型,CHECK,沪深300指数收益率,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510380,ETF,BROAD_BASED_ETF,510380,510380.SH,沪深300ETF国寿,TODO,SSE,上海证券交易所,CN,CNY,国寿安保基金,股票型,被动指数型,CHECK,沪深300指数,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510390,ETF,BROAD_BASED_ETF,510390,510390.SH,沪深300ETF平安,TODO,SSE,上海证券交易所,CN,CNY,平安基金,股票型,被动指数型,CHECK,沪深300指数收益率,CSI300,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510410,ETF,ETF,510410,510410.SH,资源ETF博时,TODO,SSE,上海证券交易所,CN,CNY,博时基金,股票型,被动指数型,CHECK,上证自然资源指数收益率,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510420,ETF,ETF,510420,510420.SH,180EWETF(退市),TODO,SSE,上海证券交易所,CN,CNY,景顺长城基金,股票型,被动指数型,CHECK,上证180等权重指数,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510430,ETF,BROAD_BASED_ETF,510430,510430.SH,50等权ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,银华基金,股票型,被动指数型,CHECK,上证50等权重指数,SSE50,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510440,ETF,BROAD_BASED_ETF,510440,510440.SH,500沪市ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,大成基金,股票型,被动指数型,CHECK,中证500沪市指数,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510450,ETF,ETF,510450,510450.SH,180高ETF(退市),TODO,SSE,上海证券交易所,CN,CNY,摩根基金,股票型,被动指数型,CHECK,上证180高贝塔指数收益率,CHECK,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,LATER_STAGE,NON_CORE_UNDERLYING_GROUP_NOT_REQUIRED_NOW,OTHER_ETF,N,NOT_CORE_FOR_CURRENT_STAGE,N,N,NAME_KEYWORD_RULE
ETF_SSE_510500,ETF,BROAD_BASED_ETF,510500,510500.SH,中证500ETF南方,TODO,SSE,上海证券交易所,CN,CNY,南方基金,股票型,被动指数型,CHECK,中证500指数,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,CORE,CORE_MAPPED,BROAD_BASED_ETF,N,,Y,Y,CORE_ETF_CODE_RULE;ETF_OPTION_UNDERLYING_RULE
ETF_SSE_510510,ETF,BROAD_BASED_ETF,510510,510510.SH,中证500ETF广发,TODO,SSE,上海证券交易所,CN,CNY,广发基金,股票型,被动指数型,CHECK,中证500指数,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510530,ETF,BROAD_BASED_ETF,510530,510530.SH,中证500ETF工银,TODO,SSE,上海证券交易所,CN,CNY,工银瑞信基金,股票型,被动指数型,CHECK,中证500指数收益率,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510550,ETF,BROAD_BASED_ETF,510550,510550.SH,中证500ETF方正富邦,TODO,SSE,上海证券交易所,CN,CNY,方正富邦基金,股票型,被动指数型,CHECK,中证500指数收益率,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
ETF_SSE_510560,ETF,BROAD_BASED_ETF,510560,510560.SH,中证500ETF国寿,TODO,SSE,上海证券交易所,CN,CNY,国寿安保基金,股票型,被动指数型,CHECK,中证500指数,CSI500,CHECK,CHECK,CHECK,CHECK,CHECK,Y,Y,CHECK,Tushare,AKShare,ETF_MASTER_TUSHARE_AKSHARE_NEED_REVIEW,2026-05-22,基于 Tushare fund_basic 场内基金自动筛选 ETF，ETF 申赎清单和折溢价字段后续补充。,IMPORTANT,MAPPED,BROAD_BASED_ETF,N,,N,N,NAME_KEYWORD_RULE
